item,itemLabel,image
http://www.wikidata.org/entity/Q193802,Oujda,
http://www.wikidata.org/entity/Q216939,Essaouira,
http://www.wikidata.org/entity/Q219583,El Jadida,
http://www.wikidata.org/entity/Q260908,Ait Ourir,
http://www.wikidata.org/entity/Q280853,Selouane,
http://www.wikidata.org/entity/Q305302,Tamallalt,
http://www.wikidata.org/entity/Q310350,Al Hoceima,
http://www.wikidata.org/entity/Q335141,Tinghir,
http://www.wikidata.org/entity/Q345204,Dakhla,
http://www.wikidata.org/entity/Q412703,Ajdir,
http://www.wikidata.org/entity/Q425646,Figuig,
http://www.wikidata.org/entity/Q466046,Salé,
http://www.wikidata.org/entity/Q478207,Kenitra,
http://www.wikidata.org/entity/Q505208,Ouarzazate,
http://www.wikidata.org/entity/Q513678,Fnideq,
http://www.wikidata.org/entity/Q537462,Beni Ansar,
http://www.wikidata.org/entity/Q574469,Taza,
http://www.wikidata.org/entity/Q580553,Oued Amlil,
http://www.wikidata.org/entity/Q587107,Tiznit,
http://www.wikidata.org/entity/Q593222,Moulay Idriss Zerhoun,
http://www.wikidata.org/entity/Q595974,Khouribga,
http://www.wikidata.org/entity/Q598684,Mehdya,
http://www.wikidata.org/entity/Q599897,Boujdour,
http://www.wikidata.org/entity/Q602426,Ouazzane,
http://www.wikidata.org/entity/Q603331,Aknoul,
http://www.wikidata.org/entity/Q606775,Larache,
http://www.wikidata.org/entity/Q613913,Al Aaroui,
http://www.wikidata.org/entity/Q632361,Sidi Ifni,
http://www.wikidata.org/entity/Q638967,Bouznika,
http://www.wikidata.org/entity/Q647417,Mohammedia,
http://www.wikidata.org/entity/Q648987,Erfoud,
http://www.wikidata.org/entity/Q654695,Debdou,
http://www.wikidata.org/entity/Q662659,Biougra,
http://www.wikidata.org/entity/Q676778,Chefchaouen,
http://www.wikidata.org/entity/Q685870,"Assa, Morocco",
http://www.wikidata.org/entity/Q730328,Asilah,
http://www.wikidata.org/entity/Q762727,Taroudant,
http://www.wikidata.org/entity/Q785945,Oulad Teima,
http://www.wikidata.org/entity/Q786763,Ait Daoud,
http://www.wikidata.org/entity/Q794128,Azrou,
http://www.wikidata.org/entity/Q817272,Aït Bouayach,
http://www.wikidata.org/entity/Q817279,Beni Mellal,
http://www.wikidata.org/entity/Q818019,Settat,
http://www.wikidata.org/entity/Q820813,Berkane,
http://www.wikidata.org/entity/Q824594,Nador,
http://www.wikidata.org/entity/Q842806,Guelmim,
http://www.wikidata.org/entity/Q842810,Smara,
http://www.wikidata.org/entity/Q895029,Boujad,
http://www.wikidata.org/entity/Q935605,Echemmaia,
http://www.wikidata.org/entity/Q936316,Tan-Tan,
http://www.wikidata.org/entity/Q964975,Oulad Abbou,
http://www.wikidata.org/entity/Q966350,Lqliâa,
http://www.wikidata.org/entity/Q988654,Tarfaya,
http://www.wikidata.org/entity/Q990115,Khenifra,
http://www.wikidata.org/entity/Q1001873,Taliouine,
http://www.wikidata.org/entity/Q1001887,Ifrane,
http://www.wikidata.org/entity/Q1004716,Ras el Ma,
http://www.wikidata.org/entity/Q1009308,Sefrou,
http://www.wikidata.org/entity/Q1009868,Tinejdad,
http://www.wikidata.org/entity/Q1018286,Kalaat M'Gouna,
http://www.wikidata.org/entity/Q1046653,Khemisset,
http://www.wikidata.org/entity/Q1169351,Aïn Harrouda,
http://www.wikidata.org/entity/Q1169798,Imintanoute,
http://www.wikidata.org/entity/Q1169845,Sidi Yahya El Gharb,
http://www.wikidata.org/entity/Q1169860,Karia Ba Mohamed,
http://www.wikidata.org/entity/Q1170305,Ain Aouda,
http://www.wikidata.org/entity/Q1259122,Driouch,
http://www.wikidata.org/entity/Q1276800,Jorf,
http://www.wikidata.org/entity/Q1333077,Skhirat,
http://www.wikidata.org/entity/Q1356850,La Güera,
http://www.wikidata.org/entity/Q1635606,Temara,
http://www.wikidata.org/entity/Q1650968,Loulad,
http://www.wikidata.org/entity/Q1724990,Oued Zem,
http://www.wikidata.org/entity/Q1734833,Kasba Tadla,
http://www.wikidata.org/entity/Q1780997,Tata,
http://www.wikidata.org/entity/Q1876685,Nouaceur,
http://www.wikidata.org/entity/Q1934167,Azilal,
http://www.wikidata.org/entity/Q1936239,Tafraout,
http://www.wikidata.org/entity/Q1950230,Moulay Yacoub,
http://www.wikidata.org/entity/Q1970952,Ben Slimane,
http://www.wikidata.org/entity/Q1980885,Errachidia,
http://www.wikidata.org/entity/Q2089594,Sidi Kacem,
http://www.wikidata.org/entity/Q2152433,Midar,
http://www.wikidata.org/entity/Q2189469,Tahannaout,
http://www.wikidata.org/entity/Q2191860,Berrechid,
http://www.wikidata.org/entity/Q2218997,Chichaoua,
http://www.wikidata.org/entity/Q2254188,Médiouna,
http://www.wikidata.org/entity/Q2287316,Yerada,
http://www.wikidata.org/entity/Q2290071,Boudenib,
http://www.wikidata.org/entity/Q2291564,M'Rirt,
